Global_AMRscore,Global_AMRclass,Global_AMRgene,Global_VFscore,China_AMRscore,China_AMRclass,China_AMRgene,China_VFscore,Africa_AMRscore,Africa_AMRclass,Africa_AMRgene,Africa_VFscore,EU_AMRscore,EU_AMRclass,EU_AMRgene,EU_VFscore,USA_AMRscore,USA_AMRclass,USA_AMRgene,USA_VFscore
0.61,4.21,7.06,0.49,1.14,6.88,12.17,1.05,1.07,5.81,9.39,0.74,0.76,3.03,4.06,0.36,0.35,2.07,2.92,0.27
0.75,4.32,6.86,0.65,1.15,6.39,10.69,1.34,1.08,6.0,9.24,0.71,0.6,3.27,4.61,0.49,0.45,2.26,3.11,0.37
0.67,3.94,5.96,0.71,1.38,7.39,13.19,0.98,1.1,6.19,9.51,0.61,0.64,3.49,4.99,0.59,0.56,2.5,3.47,0.33
0.78,3.81,5.88,0.44,1.26,7.39,13.33,0.9,1.16,6.09,9.56,0.77,0.57,2.85,3.93,0.33,0.43,2.27,3.26,0.32
0.74,3.57,5.93,0.66,1.43,7.55,12.34,0.95,1.08,6.02,9.54,0.8,0.4,2.26,2.88,0.66,0.44,2.2,3.06,0.44
0.65,4.12,6.39,0.68,1.21,7.45,13.03,0.96,1.1,5.96,9.16,0.63,0.6,2.75,3.8,0.58,0.47,2.42,3.34,0.43
0.7,4.11,6.3,0.63,1.33,7.13,11.85,1.03,1.12,6.04,9.8,0.96,0.73,3.17,4.52,0.52,0.53,2.68,3.83,0.43
0.74,4.78,7.07,0.49,1.35,7.53,14.05,0.84,1.13,6.17,9.63,0.75,0.48,2.75,3.72,0.57,0.47,2.3,3.26,0.4
0.71,4.13,6.95,0.48,1.2,7.34,13.13,1.16,1.1,5.76,9.06,0.69,0.58,2.83,3.86,0.56,0.59,3.09,4.46,0.38
0.85,4.55,7.41,0.43,1.24,7.45,13.3,1.3,1.1,5.94,9.6,0.71,0.68,3.28,4.8,0.53,0.52,2.71,3.76,0.46
0.59,3.48,5.21,0.48,1.37,7.38,13.78,0.94,1.11,6.02,9.28,0.72,0.65,3.04,4.41,0.49,0.36,2.1,3.03,0.22
0.72,4.25,6.88,0.51,1.26,7.25,12.52,1.16,1.06,5.79,8.97,0.64,0.73,3.53,4.79,0.39,0.53,2.56,3.5,0.52
0.89,5.04,7.83,0.86,1.24,7.32,12.93,1.03,1.1,5.94,8.92,0.71,0.64,3.1,4.4,0.51,0.44,2.33,3.33,0.4
0.71,4.16,6.06,0.48,1.23,7.21,12.76,1.14,1.08,6.08,9.47,0.71,0.58,2.83,3.91,0.6,0.53,2.62,3.69,0.3
0.58,3.94,6.16,0.42,1.28,7.54,13.57,1.2,1.0,5.55,8.59,0.57,0.63,2.73,3.77,0.45,0.47,2.18,2.95,0.34
0.62,4.08,6.84,0.59,1.34,7.88,14.36,0.95,1.02,6.08,9.45,0.58,0.7,4.03,5.86,0.61,0.49,2.35,3.44,0.39
0.77,4.42,6.6,1.0,1.22,7.24,12.28,0.91,1.03,5.75,9.32,0.7,0.65,2.73,3.7,0.46,0.5,2.45,3.3,0.32
0.82,4.48,7.29,0.71,1.29,7.3,12.05,1.39,1.11,6.27,9.65,0.78,0.66,2.88,4.07,0.33,0.38,2.27,3.23,0.4
0.8,4.26,7.05,0.42,1.15,7.35,13.75,1.2,1.14,6.47,10.49,0.75,0.74,3.66,5.16,0.58,0.45,2.24,3.1,0.36
0.79,3.82,5.84,0.7,1.32,7.49,14.02,1.17,1.2,6.43,10.39,0.86,0.59,3.34,4.96,0.34,0.44,2.32,3.25,0.37
0.79,4.26,6.75,0.76,1.32,7.43,12.94,1.24,1.07,6.17,9.95,0.76,0.66,3.2,4.39,0.64,0.52,2.55,3.72,0.39
0.89,4.56,7.07,0.79,1.17,6.81,12.06,1.41,1.03,6.04,9.5,0.64,0.58,3.0,4.17,0.34,0.49,2.55,3.67,0.4
0.85,4.12,6.08,0.66,1.1,6.23,10.21,0.78,1.13,6.2,9.54,0.63,0.61,3.15,4.34,0.49,0.51,2.64,3.72,0.44
0.71,4.04,6.25,0.66,1.12,7.2,12.97,1.14,1.1,6.08,9.89,0.78,0.54,2.96,4.28,0.61,0.39,2.28,3.09,0.34
0.78,4.56,7.18,0.66,1.22,7.45,13.01,1.39,1.1,5.99,9.39,0.74,0.68,3.62,5.17,0.59,0.51,2.66,3.87,0.24
0.83,4.37,6.58,0.77,1.36,6.87,11.58,1.49,1.09,6.1,9.67,0.65,0.65,2.81,4.08,0.6,0.48,2.32,3.24,0.35
0.61,3.44,4.97,0.82,1.21,6.27,10.43,1.04,1.09,5.88,9.09,0.73,0.53,3.04,4.26,0.48,0.52,2.61,3.6,0.5
0.8,4.43,7.12,0.83,1.33,7.42,12.84,1.54,1.07,6.08,9.93,0.62,0.6,3.11,4.46,0.74,0.44,2.29,3.17,0.51
0.71,3.76,5.77,0.78,1.36,7.37,12.63,1.16,1.15,6.06,9.66,0.7,0.48,2.82,3.82,0.54,0.47,2.57,3.48,0.5
0.5,3.37,4.93,0.68,1.22,6.87,12.34,1.43,1.1,6.0,9.53,0.81,0.72,3.7,5.35,0.57,0.5,2.81,4.08,0.37
0.87,4.92,7.86,0.79,1.26,7.4,13.04,1.19,1.07,6.19,9.76,0.76,0.97,4.35,5.84,0.6,0.51,2.15,2.96,0.46
0.78,4.56,6.65,0.43,1.34,7.11,13.07,1.14,1.04,5.92,9.44,0.69,0.54,2.58,3.39,0.49,0.41,2.12,2.9,0.35
0.73,4.2,6.59,0.69,1.26,7.26,12.55,1.14,1.06,5.76,8.77,0.67,0.77,3.54,5.02,0.6,0.57,2.93,4.12,0.45
0.73,4.47,6.43,0.75,1.13,7.21,12.99,0.97,1.05,6.11,9.88,0.78,0.74,3.48,4.87,0.56,0.51,2.39,3.36,0.43
0.73,4.45,7.24,0.62,1.22,7.23,12.67,1.02,1.13,5.97,8.99,0.72,0.71,3.2,4.27,0.53,0.49,2.4,3.26,0.35
0.84,4.61,7.56,0.75,1.33,6.95,11.56,1.19,1.08,5.99,9.16,0.65,0.72,3.8,5.36,0.48,0.49,2.63,3.72,0.39
0.83,4.21,6.8,0.73,1.26,7.16,13.24,1.05,1.15,6.23,9.54,0.68,0.64,3.42,4.99,0.53,0.43,2.15,3.06,0.28
0.64,4.29,7.37,0.53,1.17,7.79,13.91,1.21,1.22,6.15,9.71,0.93,0.56,2.7,3.69,0.65,0.44,2.29,3.04,0.4
0.71,4.46,7.04,0.66,1.2,7.0,11.83,1.34,1.1,6.03,9.93,0.83,0.57,2.78,3.7,0.57,0.51,2.69,3.94,0.38
0.76,4.62,7.17,0.63,1.19,6.93,12.2,1.03,1.11,6.19,10.07,0.78,0.65,3.16,4.46,0.36,0.49,2.65,3.7,0.39
0.8,4.32,6.65,0.71,1.24,7.21,12.3,1.05,1.06,6.16,9.68,0.75,0.79,3.26,4.35,0.51,0.5,2.63,3.68,0.39
0.8,4.17,6.29,0.79,1.09,6.74,11.31,1.35,1.0,5.83,8.87,0.6,0.54,2.72,3.77,0.52,0.45,2.19,3.16,0.36
0.66,4.38,7.12,0.69,1.42,7.16,12.84,1.16,1.15,5.91,9.87,0.72,0.63,3.19,4.37,0.53,0.53,2.72,4.04,0.39
0.88,4.19,6.59,0.53,1.21,6.68,11.22,1.03,1.01,6.0,9.48,0.64,0.63,3.43,4.84,0.59,0.53,2.51,3.66,0.3
0.78,4.21,6.11,0.81,1.17,7.21,13.15,1.06,1.15,6.15,10.0,0.79,0.74,3.26,4.34,0.4,0.45,2.19,3.09,0.26
0.74,4.14,6.33,0.72,1.25,7.28,13.39,1.14,1.18,6.48,10.23,0.71,0.78,3.14,4.46,0.56,0.43,2.07,3.07,0.42
0.97,4.6,6.73,0.55,1.3,7.47,13.71,1.15,1.1,5.85,9.09,0.66,0.53,2.91,3.87,0.42,0.58,2.57,3.6,0.4
0.65,4.11,6.49,0.64,1.28,7.55,13.91,0.99,1.11,5.97,9.47,0.73,0.49,2.66,3.76,0.34,0.62,2.88,4.06,0.49
0.7,4.15,6.76,0.54,1.42,7.34,12.67,0.89,1.14,6.1,9.99,0.92,0.48,2.45,3.6,0.66,0.32,2.05,2.9,0.29
0.7,3.96,6.23,0.64,1.21,6.75,11.01,1.11,1.05,5.75,8.85,0.66,0.6,2.64,3.61,0.62,0.51,2.6,3.58,0.46
0.69,4.26,6.56,0.57,1.23,7.29,12.52,1.29,1.04,5.91,9.24,0.68,0.68,2.9,4.16,0.58,0.52,2.67,3.92,0.36
0.88,4.64,7.51,0.46,1.06,6.97,12.32,1.38,1.08,5.95,9.24,0.62,0.63,3.59,5.09,0.55,0.48,2.65,3.79,0.49
0.76,4.35,6.68,0.65,1.22,6.78,11.37,1.19,1.05,5.9,9.08,0.8,0.66,2.79,3.69,0.42,0.6,2.81,3.97,0.44
0.78,4.39,7.04,0.8,1.18,6.74,11.16,1.25,1.13,5.9,9.43,0.75,0.74,2.99,4.08,0.63,0.48,2.12,3.11,0.33
0.73,3.99,6.55,0.6,1.19,6.87,11.89,1.15,1.09,5.91,9.31,0.72,0.73,2.93,4.06,0.45,0.4,2.22,3.06,0.38
0.74,4.08,6.4,0.63,1.14,6.67,11.6,0.92,1.01,5.71,8.98,0.66,0.69,3.14,4.49,0.4,0.53,2.37,3.34,0.45
0.71,3.67,5.42,0.65,1.22,6.77,11.64,1.13,1.04,5.94,9.22,0.66,0.6,3.18,4.55,0.37,0.46,2.6,3.67,0.4
0.85,4.39,6.91,0.76,1.2,6.89,11.71,1.41,1.04,5.99,9.47,0.65,0.63,3.19,4.7,0.3,0.45,2.46,3.34,0.25
0.74,3.8,5.68,0.57,1.05,6.68,12.77,0.82,1.05,6.09,9.78,0.66,0.71,3.18,4.44,0.31,0.5,2.54,3.62,0.35
0.83,4.48,7.45,0.85,1.18,6.9,11.81,1.09,1.15,6.3,9.65,0.66,0.64,3.04,4.28,0.41,0.51,2.5,3.57,0.38
0.68,4.01,6.52,0.81,1.23,7.01,11.96,1.2,1.07,5.66,9.35,0.74,0.83,3.58,4.99,0.6,0.56,2.48,3.38,0.44
0.87,4.81,7.9,0.86,1.28,6.71,11.22,1.48,1.03,5.81,9.3,0.62,0.52,2.96,4.11,0.51,0.6,2.86,4.05,0.32
0.69,4.06,6.26,0.5,1.16,6.09,10.28,1.01,1.03,6.0,9.85,0.74,0.62,2.8,3.87,0.52,0.44,2.44,3.69,0.19
0.77,4.37,6.82,0.93,1.3,7.35,13.33,0.88,1.14,6.06,9.43,0.63,0.74,3.35,4.84,0.38,0.42,2.36,3.31,0.4
0.77,4.42,7.27,0.56,1.19,7.02,12.07,1.03,1.08,6.02,9.46,0.77,0.53,3.09,4.39,0.65,0.59,2.75,3.83,0.41
0.75,4.3,6.31,0.72,1.28,7.27,11.83,1.13,1.1,6.11,9.59,0.7,0.58,3.39,4.97,0.59,0.45,2.34,3.34,0.35
0.61,3.55,5.53,0.6,1.26,6.98,12.04,1.02,1.08,6.23,9.48,0.59,0.54,3.19,4.65,0.55,0.53,2.67,3.58,0.32
0.73,4.34,7.15,0.81,1.18,7.28,13.48,1.04,1.02,5.66,8.58,0.64,0.84,3.4,4.41,0.45,0.51,2.52,3.53,0.49
0.74,4.77,7.57,0.66,1.22,6.67,10.82,1.36,1.04,5.96,9.31,0.72,0.61,3.2,4.35,0.42,0.43,2.17,2.97,0.31
0.53,4.02,6.29,0.61,1.18,7.0,12.26,1.27,1.11,6.17,10.05,0.72,0.41,3.11,4.46,0.7,0.56,2.64,3.85,0.46
0.74,3.69,5.42,0.55,1.23,7.29,12.78,0.99,1.09,6.21,9.57,0.72,0.67,3.17,4.49,0.54,0.42,2.29,3.15,0.29
0.63,3.63,5.64,0.74,1.25,7.73,14.36,1.33,1.16,6.2,9.55,0.71,0.59,3.26,4.63,0.66,0.41,2.36,3.37,0.41
0.76,4.19,6.0,0.86,1.34,7.61,12.81,1.08,1.08,5.95,9.52,0.7,0.69,3.17,4.58,0.54,0.42,2.13,2.78,0.34
0.7,4.17,6.32,0.56,1.38,7.38,12.53,1.31,1.06,5.86,9.15,0.63,0.72,3.13,4.62,0.34,0.54,2.69,3.89,0.53
0.76,4.27,6.68,0.9,1.19,7.22,13.01,0.94,0.99,5.69,9.08,0.66,0.59,2.67,3.52,0.5,0.48,2.56,3.59,0.48
0.84,4.48,6.97,0.49,1.23,7.02,12.22,0.97,1.04,5.79,8.72,0.59,0.65,3.24,4.5,0.63,0.48,2.59,3.6,0.32
0.73,4.36,7.46,0.6,1.16,7.36,13.37,1.25,1.17,6.16,9.81,0.85,0.74,3.32,4.48,0.39,0.52,2.6,3.71,0.36
0.6,3.84,6.01,0.77,1.19,7.2,13.2,0.93,1.12,6.38,9.98,0.69,0.75,3.41,4.8,0.48,0.48,2.59,3.74,0.52
0.73,4.47,7.15,0.75,1.24,6.88,12.44,0.84,1.08,5.98,9.69,0.77,0.46,2.92,4.29,0.66,0.54,2.44,3.51,0.35
0.77,4.01,5.94,0.63,1.32,7.29,12.96,0.94,1.18,6.27,9.96,0.75,0.65,2.65,3.43,0.5,0.46,2.19,3.02,0.3
0.76,4.13,6.84,0.71,1.32,7.28,12.55,1.33,1.2,6.56,10.49,0.77,0.63,3.4,4.66,0.44,0.45,2.44,3.44,0.42
0.7,3.66,5.33,0.36,1.13,7.26,13.36,1.0,1.06,6.01,9.37,0.7,0.64,3.04,4.13,0.37,0.33,1.82,2.39,0.36
0.62,3.7,6.03,0.76,1.25,7.07,12.34,1.47,1.16,6.23,9.72,0.73,0.73,3.43,4.79,0.44,0.48,2.36,3.1,0.42
0.7,3.59,5.04,0.72,1.25,6.61,11.01,1.03,1.0,5.83,9.28,0.79,0.53,2.97,4.14,0.42,0.4,2.07,2.81,0.31
0.61,3.74,5.7,0.5,1.3,7.35,12.9,1.3,1.17,6.01,9.61,0.71,0.6,2.66,3.77,0.52,0.43,2.22,3.12,0.33
0.79,3.81,5.31,0.72,1.17,6.12,10.39,1.1,1.09,6.18,9.85,0.72,0.56,3.36,4.61,0.39,0.49,2.31,3.09,0.38
0.93,4.76,7.36,0.91,1.36,7.76,13.31,1.29,1.02,6.07,9.73,0.67,0.66,3.2,4.55,0.66,0.55,2.81,3.98,0.47
0.66,3.84,5.84,0.85,1.2,6.94,12.28,1.29,1.16,6.33,10.04,0.87,0.79,3.2,4.33,0.52,0.61,2.92,3.98,0.41
0.62,3.84,6.15,0.64,1.31,7.51,12.31,1.29,1.17,6.37,10.04,0.71,0.41,2.35,3.17,0.46,0.49,2.59,3.85,0.32
0.61,3.99,6.26,0.72,1.18,6.37,10.23,1.24,0.99,5.71,8.94,0.66,0.62,3.14,4.16,0.32,0.58,2.62,3.6,0.51
0.63,4.06,6.26,0.5,1.16,7.26,12.65,1.2,1.1,5.99,9.31,0.71,0.73,3.25,4.46,0.52,0.53,2.62,3.54,0.36
0.63,3.85,5.92,0.79,1.45,7.27,12.55,0.96,1.09,5.99,9.45,0.66,0.69,3.68,5.27,0.6,0.5,2.52,3.65,0.41
0.77,4.46,7.04,0.62,1.32,6.87,11.35,1.44,1.16,5.9,9.0,0.73,0.7,2.82,3.86,0.38,0.52,2.72,3.8,0.27
0.66,3.98,6.18,0.71,1.18,7.5,13.28,1.16,1.1,6.13,9.25,0.82,0.6,3.15,4.45,0.47,0.61,3.07,4.52,0.42
0.75,3.99,5.9,0.71,1.28,7.05,11.79,1.29,1.12,6.03,9.56,0.62,0.69,3.28,4.82,0.55,0.51,2.52,3.8,0.45
0.81,4.55,7.07,0.8,1.09,6.7,11.96,1.23,1.17,6.18,9.58,0.76,0.7,3.21,4.34,0.47,0.5,2.59,3.58,0.46
0.76,4.51,7.26,0.53,1.17,7.09,12.22,0.89,1.15,6.01,9.51,0.74,0.68,3.22,4.39,0.59,0.46,2.49,3.47,0.45
0.75,3.69,5.85,0.49,1.22,7.19,12.38,1.11,1.01,5.63,8.8,0.67,0.67,3.12,4.27,0.46,0.43,2.43,3.57,0.26
0.74,4.02,6.3,0.79,1.27,7.69,15.09,1.08,1.14,6.18,9.87,0.81,0.54,2.89,4.16,0.52,0.55,2.81,3.98,0.46
0.79,4.25,6.5,0.59,1.23,6.95,11.73,1.15,1.09,5.95,9.71,0.74,0.73,3.53,4.89,0.44,0.48,2.54,3.56,0.46
0.73,4.39,7.17,0.57,1.34,7.37,13.49,1.16,1.06,5.98,9.47,0.66,0.67,2.99,4.28,0.52,0.44,2.39,3.41,0.42
0.72,4.02,5.91,0.73,1.28,6.61,11.15,1.33,1.09,5.96,9.35,0.73,0.72,3.68,5.08,0.52,0.56,2.82,3.95,0.45
0.62,4.05,5.98,0.68,1.38,7.47,12.44,1.27,1.04,5.77,8.94,0.72,0.66,3.67,5.29,0.52,0.5,2.54,3.53,0.46
0.68,3.93,6.39,0.54,1.16,6.54,10.99,1.23,1.09,6.06,9.48,0.75,0.66,3.34,4.99,0.67,0.6,2.95,4.29,0.42
0.71,3.87,6.73,0.5,1.36,7.34,13.49,1.64,1.09,6.01,9.41,0.62,0.7,3.15,4.36,0.5,0.44,2.21,3.17,0.24
0.89,4.54,7.31,0.58,1.46,7.8,13.93,1.2,1.02,5.75,8.98,0.63,0.55,3.5,5.25,0.45,0.48,2.38,3.23,0.39
0.79,4.24,6.92,0.78,1.29,7.49,14.02,1.01,1.17,6.25,9.73,0.71,0.79,3.46,4.62,0.53,0.43,2.16,2.94,0.31
0.75,4.48,7.02,0.97,1.32,7.5,13.82,1.05,1.06,6.04,9.56,0.79,0.77,3.01,4.19,0.45,0.39,2.06,2.81,0.32
0.72,4.79,7.55,0.86,1.31,7.09,11.51,1.1,1.07,5.94,9.16,0.68,0.61,3.41,4.62,0.7,0.51,2.44,3.3,0.42
0.74,4.6,7.81,0.57,1.37,7.9,14.03,1.01,1.08,5.9,9.66,0.75,0.56,3.31,4.81,0.51,0.58,2.83,4.01,0.41
0.76,4.13,6.44,0.59,1.32,7.55,13.81,1.17,1.11,6.09,9.67,0.83,0.75,3.13,4.31,0.41,0.47,2.44,3.39,0.28
0.68,3.59,5.79,0.77,1.23,7.28,13.49,1.23,1.2,6.3,10.23,0.91,0.72,3.08,4.26,0.33,0.44,2.44,3.34,0.41
0.84,4.64,7.81,0.64,1.22,6.24,10.55,1.11,1.11,5.75,9.29,0.78,0.85,3.62,5.13,0.46,0.35,1.99,2.72,0.28
0.81,4.04,5.82,0.57,1.21,6.66,11.5,1.1,1.17,6.25,9.58,0.68,0.71,3.59,5.14,0.46,0.42,2.3,3.22,0.34
0.76,4.54,7.45,0.76,1.3,7.34,12.97,0.98,1.07,5.97,9.41,0.66,0.65,3.27,4.58,0.44,0.6,2.7,3.94,0.46
0.85,4.7,7.85,0.66,1.24,7.17,12.4,1.19,1.19,6.32,10.3,0.91,0.66,3.25,4.49,0.53,0.43,2.28,3.27,0.42
0.82,4.8,8.01,0.67,1.28,7.5,13.84,0.91,1.02,5.91,9.19,0.62,0.65,3.01,4.23,0.45,0.42,2.03,2.93,0.39
0.65,3.46,5.14,0.44,1.3,7.03,11.84,1.23,1.1,6.2,9.99,0.65,0.62,2.92,4.04,0.53,0.46,2.44,3.41,0.4
0.77,4.71,7.22,1.03,1.2,7.27,12.84,1.44,1.1,5.87,9.36,0.72,0.76,3.77,5.39,0.43,0.46,2.26,3.13,0.26
0.73,4.4,7.56,0.65,1.22,7.11,12.94,1.15,1.09,5.64,8.81,0.71,0.62,3.68,5.3,0.53,0.43,2.22,3.19,0.25
0.75,4.22,6.83,0.44,1.25,7.49,13.37,1.07,1.1,6.13,9.71,0.75,0.45,2.46,3.28,0.44,0.46,2.18,3.08,0.38
0.76,4.4,6.91,0.69,1.09,7.25,13.44,1.06,1.1,6.1,9.75,0.7,0.73,3.01,3.98,0.43,0.43,2.47,3.55,0.41
0.61,3.98,6.48,0.67,1.37,6.73,11.05,1.22,1.09,6.27,10.14,0.79,0.58,2.94,4.13,0.52,0.38,2.05,2.8,0.41
0.74,4.38,6.76,0.91,1.09,6.98,12.48,0.81,1.08,6.2,10.03,0.74,0.58,2.82,3.98,0.38,0.54,2.71,3.87,0.4
0.82,4.28,6.84,0.75,1.18,6.97,12.37,1.0,1.15,5.9,9.26,0.68,0.81,3.73,5.11,0.4,0.53,2.39,3.14,0.36
0.53,3.33,4.99,0.47,1.11,6.27,11.28,1.14,1.02,5.86,9.36,0.68,0.68,3.48,5.07,0.45,0.51,2.67,3.9,0.38
0.8,4.5,7.44,0.6,1.24,7.12,12.51,0.99,1.04,5.88,9.39,0.71,0.6,3.51,4.89,0.58,0.42,2.38,3.38,0.35
0.79,4.28,6.54,0.65,1.17,6.95,12.33,1.02,1.06,5.48,8.68,0.71,0.75,3.89,5.41,0.51,0.41,2.1,2.97,0.4
0.87,4.74,7.72,0.82,1.27,7.33,12.7,1.11,1.09,6.06,9.32,0.68,0.54,2.73,3.69,0.55,0.51,2.63,3.73,0.47
0.79,4.25,6.63,0.69,1.42,7.46,12.55,1.22,1.05,5.82,8.98,0.59,0.64,3.56,4.98,0.41,0.6,2.85,4.08,0.38
0.65,3.73,6.03,0.67,1.25,7.16,12.69,1.18,1.02,5.87,9.33,0.74,0.58,3.05,4.43,0.44,0.45,2.37,3.42,0.42
0.89,4.47,7.01,0.78,1.21,6.64,11.47,1.08,1.11,5.93,9.46,0.67,0.6,3.04,4.08,0.58,0.51,2.71,3.78,0.48
0.68,4.34,7.04,0.68,1.18,6.82,11.96,1.08,1.03,5.69,9.17,0.77,0.6,2.84,4.08,0.63,0.53,2.52,3.51,0.37
0.69,3.62,5.49,0.55,1.17,7.25,12.62,0.83,1.05,5.84,9.74,0.76,0.83,3.49,4.94,0.44,0.37,2.09,3.03,0.35
0.76,4.35,6.8,0.68,1.25,6.77,11.64,1.35,1.11,5.96,9.46,0.71,0.57,2.92,3.93,0.5,0.57,2.68,3.77,0.37
0.57,3.76,5.42,0.71,1.22,7.14,12.13,1.13,1.11,5.95,9.39,0.78,0.63,3.95,5.56,0.33,0.46,2.27,3.05,0.36
0.61,3.64,5.56,0.74,1.3,7.3,12.79,1.16,1.05,5.77,8.93,0.68,0.65,3.27,4.92,0.58,0.32,1.97,2.81,0.21
0.58,3.7,5.58,0.68,1.21,7.28,12.4,0.98,1.07,5.96,9.53,0.72,0.72,3.12,4.24,0.35,0.55,2.84,4.08,0.45
0.78,3.72,5.59,0.69,1.39,7.23,12.38,1.12,1.05,5.64,8.45,0.58,0.8,3.17,4.33,0.5,0.56,2.64,3.67,0.31
0.66,4.14,6.74,0.61,1.2,6.86,12.14,1.15,1.07,6.04,9.57,0.72,0.44,3.01,4.27,0.83,0.47,2.02,2.91,0.44
0.73,4.94,7.64,0.87,1.21,7.03,13.29,1.31,1.01,5.69,8.75,0.5,0.59,2.93,4.14,0.53,0.54,2.37,3.14,0.41
0.73,4.29,6.82,0.48,1.19,6.85,12.11,1.07,1.08,6.16,9.87,0.71,0.43,2.06,2.9,0.75,0.51,2.63,3.86,0.34
0.72,3.87,6.21,0.73,1.21,7.58,13.23,1.23,1.12,6.0,9.57,0.68,0.74,3.94,5.93,0.44,0.52,2.46,3.42,0.42
0.76,4.3,6.57,0.5,1.21,7.37,13.17,1.21,1.09,6.02,9.68,0.69,0.7,3.37,4.8,0.6,0.37,1.96,2.55,0.26
0.75,4.56,6.79,0.61,1.41,7.69,13.05,0.97,0.97,5.7,8.74,0.56,0.68,3.42,5.03,0.55,0.45,2.25,3.11,0.36
0.89,4.54,6.7,0.59,1.26,7.35,12.45,1.1,1.07,5.84,9.42,0.79,0.71,3.09,4.28,0.47,0.34,2.12,3.06,0.23
0.91,4.84,7.51,0.98,1.13,7.29,13.49,1.15,0.99,5.65,8.95,0.68,0.63,2.66,3.6,0.42,0.55,2.57,3.57,0.41
0.79,4.45,7.1,0.55,1.21,7.22,11.9,1.24,1.1,5.87,9.16,0.74,0.72,2.95,3.77,0.48,0.39,2.03,2.84,0.3
0.96,5.42,9.07,0.6,1.23,7.29,12.55,1.12,1.12,5.91,9.14,0.69,0.75,3.27,4.67,0.59,0.26,2.03,2.93,0.35
0.66,3.12,4.58,0.57,1.12,7.71,14.23,0.68,1.02,5.54,8.6,0.69,0.82,3.89,5.38,0.48,0.45,2.22,3.23,0.26
0.63,3.59,5.25,0.89,1.35,7.15,12.2,1.09,1.04,5.98,8.79,0.54,0.65,2.59,3.35,0.46,0.4,2.35,3.31,0.32
0.84,4.78,7.49,0.75,1.21,6.81,11.94,1.25,1.16,6.16,9.81,0.81,0.62,3.41,4.76,0.48,0.46,2.62,3.73,0.42
0.67,3.95,6.13,0.69,1.16,7.28,13.33,0.98,1.14,6.13,9.88,0.78,0.62,2.95,4.16,0.43,0.5,2.25,2.98,0.52
0.6,3.52,5.29,0.66,1.37,7.17,12.38,1.25,1.13,6.07,9.5,0.69,0.6,3.64,5.27,0.62,0.29,1.95,2.8,0.35
0.71,4.13,6.11,0.73,1.12,7.12,12.44,0.98,1.1,6.01,9.43,0.68,0.82,3.61,4.98,0.34,0.49,2.61,3.55,0.4
0.82,4.21,7.08,0.65,1.28,7.36,13.15,1.05,1.08,5.93,9.34,0.73,0.71,2.83,3.73,0.46,0.43,2.33,3.32,0.34
0.8,4.85,7.54,0.76,1.16,6.64,11.71,1.3,1.02,5.77,8.81,0.65,0.7,3.45,4.82,0.61,0.35,1.98,2.7,0.28
0.66,3.77,5.83,0.63,1.15,6.69,12.41,1.09,1.07,6.13,9.63,0.7,0.64,3.04,4.41,0.52,0.4,2.27,3.13,0.27
0.76,4.49,6.85,0.65,1.14,6.63,11.2,1.04,1.07,5.97,9.36,0.72,0.72,3.45,4.93,0.48,0.46,2.2,3.14,0.38
0.68,3.69,5.56,0.6,1.13,6.95,11.58,0.91,1.11,6.06,9.23,0.67,0.56,2.69,3.74,0.56,0.51,2.71,3.85,0.36
0.98,4.53,7.09,0.8,1.22,7.65,13.77,1.03,1.11,5.93,9.27,0.76,0.76,3.34,4.75,0.57,0.53,2.66,3.92,0.35
0.77,4.52,7.12,0.58,1.0,6.23,10.68,0.91,1.12,5.98,9.81,0.84,0.58,2.79,4.08,0.49,0.41,2.27,3.17,0.31
0.79,4.48,7.41,0.41,1.14,6.84,12.76,1.15,1.1,6.02,9.44,0.6,0.65,2.88,4.04,0.5,0.43,2.41,3.29,0.51
0.67,3.84,5.85,0.48,1.33,7.43,12.79,1.21,1.07,5.68,9.02,0.61,0.69,3.56,5.07,0.53,0.51,2.42,3.27,0.51
0.57,3.43,5.43,0.46,1.19,7.19,12.57,1.16,1.08,5.89,9.36,0.73,0.69,3.33,4.77,0.36,0.52,2.54,3.44,0.29
0.73,4.17,6.42,0.48,1.19,6.81,11.66,1.36,1.18,6.1,9.41,0.69,0.7,3.3,4.48,0.4,0.44,2.36,3.29,0.3
0.71,4.32,6.91,0.68,1.25,7.27,12.81,1.16,1.1,6.04,9.62,0.76,0.52,3.02,4.35,0.53,0.58,2.75,4.04,0.44
0.69,4.23,6.57,0.58,1.31,7.31,12.43,1.23,1.09,6.06,9.36,0.69,0.54,2.97,4.08,0.45,0.49,2.53,3.51,0.34
0.7,4.18,6.2,0.61,1.32,6.97,12.08,1.18,1.04,5.64,8.75,0.67,0.69,3.03,4.16,0.64,0.42,2.29,3.33,0.29
0.75,4.59,7.79,0.85,1.21,6.79,11.17,1.1,1.19,6.03,9.8,0.8,0.73,3.35,4.63,0.55,0.54,2.56,3.72,0.43
0.51,3.88,6.2,0.52,1.17,7.1,12.74,0.87,1.11,6.09,9.62,0.77,0.87,3.63,5.28,0.51,0.41,1.96,2.71,0.31
0.82,4.39,7.0,0.78,1.31,7.2,12.35,1.35,1.12,6.37,9.96,0.82,0.6,3.77,5.52,0.58,0.44,2.21,3.06,0.38
