Global_AMRscore,Global_AMRclass,Global_AMRgene,Global_VFscore,China_AMRscore,China_AMRclass,China_AMRgene,China_VFscore,Africa_AMRscore,Africa_AMRclass,Africa_AMRgene,Africa_VFscore,EU_AMRscore,EU_AMRclass,EU_AMRgene,EU_VFscore,USA_AMRscore,USA_AMRclass,USA_AMRgene,USA_VFscore
0.82,3.75,5.91,0.75,1.29,7.21,12.62,1.19,1.03,5.88,9.2,0.65,0.72,3.54,4.86,0.48,0.53,2.51,3.6,0.35
0.86,4.63,6.98,0.57,1.41,7.19,11.86,1.11,1.07,6.01,9.01,0.68,0.67,3.21,4.57,0.41,0.44,2.34,3.2,0.35
0.86,4.52,7.41,0.73,1.26,7.65,14.15,1.24,1.13,6.12,9.76,0.76,0.64,3.47,5.08,0.51,0.45,2.33,3.35,0.34
0.82,4.73,7.76,0.6,1.27,7.45,13.97,0.89,1.09,5.79,9.23,0.69,0.62,2.89,3.83,0.62,0.54,2.51,3.69,0.39
0.73,4.44,6.91,0.62,1.3,6.97,11.62,1.17,1.15,6.21,10.09,0.85,0.57,2.98,4.09,0.43,0.47,2.32,3.33,0.37
0.83,4.73,7.57,0.59,1.35,7.24,12.52,1.17,1.12,6.2,10.06,0.74,0.72,3.93,5.64,0.53,0.55,2.4,3.34,0.39
0.73,3.94,6.11,0.55,1.15,7.04,12.37,1.02,1.09,6.03,9.52,0.61,0.56,2.5,3.37,0.39,0.58,2.9,4.14,0.49
0.62,3.54,5.25,0.5,1.32,7.63,13.49,1.1,1.07,6.11,9.54,0.65,0.61,3.23,4.62,0.71,0.44,2.2,3.08,0.53
0.8,4.34,6.79,0.56,1.33,7.09,12.24,1.13,1.11,6.23,9.89,0.65,0.68,3.83,5.2,0.51,0.51,2.89,4.07,0.38
0.54,3.46,5.01,0.69,1.28,7.22,12.82,1.18,1.13,6.17,9.87,0.8,0.71,3.86,5.28,0.53,0.59,2.73,3.67,0.44
0.9,4.7,7.5,0.67,1.22,7.07,12.43,0.89,1.17,6.23,9.79,0.77,0.71,3.34,4.8,0.41,0.47,2.31,3.33,0.42
0.66,4.39,7.34,0.44,1.29,7.28,12.2,1.43,1.1,5.99,9.34,0.67,0.59,2.76,4.09,0.4,0.47,2.53,3.48,0.42
0.81,4.61,7.31,0.75,1.32,7.06,11.92,1.11,1.05,5.98,9.23,0.58,0.64,3.56,5.15,0.36,0.46,2.27,3.18,0.45
0.86,4.12,6.15,0.54,1.05,6.98,12.69,1.04,1.13,6.12,9.41,0.69,0.66,3.17,4.28,0.7,0.48,2.42,3.32,0.45
0.72,4.12,6.23,0.66,1.14,7.0,12.43,1.1,1.06,6.1,9.97,0.72,0.56,2.75,3.79,0.46,0.48,2.69,3.9,0.39
0.89,4.49,6.99,0.78,1.18,6.75,11.66,1.12,1.1,6.01,9.51,0.79,0.63,3.25,4.69,0.49,0.5,2.38,3.4,0.38
0.78,4.61,7.27,0.5,1.24,7.36,12.52,0.89,1.06,5.86,8.82,0.69,0.62,2.74,3.89,0.39,0.49,2.45,3.26,0.45
0.82,4.01,5.91,0.55,1.37,7.86,13.66,0.92,1.06,5.8,8.81,0.62,0.67,2.89,4.15,0.52,0.35,2.11,3.1,0.33
0.7,4.19,6.77,0.69,1.35,7.69,13.69,1.16,1.16,6.14,9.97,0.79,0.54,2.92,4.02,0.61,0.55,2.73,3.93,0.48
0.76,4.91,8.29,0.72,1.16,6.83,11.69,1.07,1.1,6.04,9.35,0.78,0.58,2.95,4.19,0.5,0.36,1.91,2.74,0.3
0.79,4.51,6.76,0.5,1.27,7.39,13.53,1.39,1.2,6.2,9.66,0.67,0.56,3.34,5.11,0.55,0.56,2.62,3.6,0.23
0.74,4.43,7.14,0.6,1.19,7.02,12.37,1.1,1.16,6.26,10.15,0.86,0.65,2.74,3.94,0.38,0.47,2.41,3.39,0.39
0.73,3.74,5.61,0.55,1.26,7.36,13.5,1.06,1.09,6.11,9.97,0.77,0.66,3.16,4.12,0.5,0.37,1.98,2.81,0.31
0.7,3.79,5.89,0.68,1.31,7.06,11.87,1.22,1.09,5.87,9.06,0.63,0.78,2.9,3.73,0.45,0.57,2.89,4.03,0.53
0.74,4.03,6.44,0.55,1.23,7.22,12.85,1.09,1.06,6.01,9.31,0.73,0.73,3.73,5.46,0.44,0.51,2.5,3.52,0.28
0.76,4.48,6.36,0.77,1.31,7.29,12.81,1.05,1.09,5.75,9.15,0.85,0.58,2.88,3.94,0.46,0.45,2.07,2.82,0.4
0.65,4.19,6.84,0.61,1.28,7.33,12.96,1.29,1.08,6.05,9.16,0.68,0.72,2.92,4.08,0.36,0.58,2.79,3.76,0.5
0.68,4.16,6.54,0.56,1.22,7.23,12.56,1.28,1.06,5.96,9.4,0.7,0.8,3.34,4.89,0.49,0.62,2.78,3.76,0.48
0.68,4.24,6.92,0.81,1.07,6.77,12.51,1.23,1.12,6.36,10.43,0.76,0.56,2.91,4.01,0.47,0.53,2.53,3.57,0.32
0.74,3.94,5.55,0.81,1.21,6.57,10.95,1.0,1.15,6.05,9.78,0.69,0.7,3.35,4.76,0.46,0.37,2.28,3.14,0.25
0.76,5.28,8.97,0.73,1.21,7.01,12.14,1.2,1.13,6.1,9.92,0.8,0.47,2.59,3.48,0.66,0.49,2.68,3.67,0.4
0.94,5.07,7.75,0.81,1.34,6.95,11.98,1.01,1.04,6.0,9.47,0.73,0.62,3.09,4.23,0.64,0.49,2.45,3.52,0.42
0.67,4.02,5.87,0.69,1.19,7.04,12.51,1.13,1.11,6.04,9.66,0.86,0.56,2.77,3.68,0.52,0.41,2.07,2.88,0.44
0.59,3.54,5.26,0.72,1.11,6.95,12.22,1.0,1.1,6.03,9.31,0.73,0.64,3.25,4.47,0.47,0.45,2.42,3.48,0.33
0.85,4.5,6.65,0.74,1.18,6.8,11.62,0.95,1.04,5.68,8.76,0.66,0.72,3.48,4.99,0.46,0.47,2.37,3.34,0.3
0.71,3.97,6.21,0.63,1.22,7.36,13.28,1.07,1.12,5.97,9.11,0.86,0.6,2.86,3.84,0.49,0.52,2.51,3.45,0.41
0.72,4.35,6.76,0.68,1.2,7.34,11.97,1.14,1.04,5.75,8.55,0.67,0.71,3.08,4.32,0.72,0.45,2.15,2.88,0.37
0.88,4.44,7.15,0.88,1.29,7.57,12.6,1.18,1.12,6.23,10.18,0.75,0.57,3.07,4.17,0.43,0.7,2.97,4.22,0.51
0.69,3.57,5.48,0.79,1.36,7.24,12.93,0.85,1.02,6.18,9.75,0.72,0.72,3.63,5.17,0.49,0.41,2.3,3.62,0.3
0.65,4.11,6.13,0.7,1.15,7.25,13.14,1.23,1.16,6.18,9.51,0.76,0.71,3.18,4.69,0.41,0.38,2.25,3.04,0.35
0.8,4.33,6.71,0.66,1.36,7.25,12.92,1.1,1.08,5.99,9.29,0.57,0.65,3.34,4.57,0.57,0.4,2.12,3.05,0.24
0.78,4.77,7.42,0.57,1.35,7.81,13.88,1.34,1.11,6.27,9.83,0.78,0.49,2.84,3.81,0.54,0.35,2.17,3.05,0.21
0.77,4.51,6.69,0.86,1.36,7.19,11.77,1.26,1.15,6.0,9.74,0.81,0.6,2.52,3.39,0.61,0.47,2.5,3.57,0.35
0.67,3.9,5.87,0.63,1.29,6.74,11.12,1.12,1.11,6.16,9.63,0.68,0.57,2.92,3.88,0.67,0.56,2.67,3.57,0.43
0.9,5.08,8.16,0.68,1.15,6.63,11.48,0.99,1.16,6.12,9.6,0.67,0.68,2.84,4.01,0.47,0.38,2.2,3.05,0.28
0.89,4.69,7.4,0.78,1.32,7.26,12.39,1.23,1.17,6.27,9.89,0.73,0.6,2.93,4.09,0.71,0.49,2.3,3.31,0.34
0.6,3.61,5.76,0.63,1.34,7.59,13.55,1.12,1.18,6.23,9.71,0.78,0.66,3.28,4.54,0.51,0.4,2.44,3.32,0.29
0.62,3.61,6.08,0.68,1.23,6.7,11.48,1.0,1.05,5.6,8.84,0.62,0.67,3.4,4.86,0.46,0.5,2.52,3.53,0.36
0.76,4.53,7.81,0.81,1.1,6.41,11.59,1.11,1.01,5.62,8.42,0.56,0.69,3.09,4.3,0.51,0.43,2.44,3.42,0.47
0.72,4.67,7.52,0.79,1.25,7.19,11.67,1.08,1.09,5.81,9.12,0.7,0.78,3.82,5.58,0.56,0.46,2.5,3.7,0.42
0.69,4.15,6.9,0.4,1.27,7.2,12.63,1.3,1.11,5.96,9.34,0.75,0.72,3.67,5.29,0.59,0.6,2.95,4.06,0.5
0.7,4.48,7.82,0.89,1.22,6.85,12.24,1.13,1.13,6.08,9.85,0.76,0.62,3.04,4.4,0.51,0.46,2.49,3.47,0.37
0.63,3.93,6.63,0.63,1.2,6.66,11.83,0.97,1.04,5.9,9.08,0.62,0.6,3.33,4.94,0.32,0.45,2.09,2.96,0.47
0.68,3.94,6.29,0.47,1.26,7.42,12.49,0.99,1.2,6.12,9.9,0.81,0.72,3.28,4.36,0.5,0.42,2.07,2.95,0.26
0.79,4.53,7.02,0.54,1.31,7.44,12.73,1.16,1.09,6.02,9.27,0.7,0.81,3.21,4.44,0.4,0.32,1.84,2.55,0.24
0.92,4.52,7.53,0.64,1.41,7.5,13.38,1.05,1.11,5.85,9.12,0.59,0.63,3.05,4.25,0.68,0.59,2.9,4.25,0.34
0.74,4.11,6.17,0.57,1.15,6.63,11.09,1.08,1.15,6.23,10.29,0.71,0.44,2.99,4.24,0.49,0.41,2.17,2.88,0.32
0.78,4.17,5.76,0.6,1.32,7.63,13.26,1.22,1.21,6.19,10.2,0.76,0.67,3.32,4.52,0.43,0.55,2.91,4.04,0.43
0.68,3.7,5.61,0.58,1.15,6.9,12.01,1.08,1.14,6.11,9.4,0.72,0.64,3.34,4.82,0.46,0.29,1.72,2.38,0.27
0.83,5.02,8.06,0.47,1.16,6.76,11.67,1.11,1.06,6.07,9.7,0.75,0.73,3.14,4.33,0.41,0.5,2.87,4.25,0.31
0.74,3.93,5.8,0.82,1.26,7.18,13.06,1.1,1.13,6.2,10.07,0.8,0.65,3.32,4.61,0.57,0.66,2.93,3.97,0.47
0.81,4.83,7.88,0.58,1.28,7.34,12.77,1.33,1.08,5.82,9.27,0.77,0.65,2.62,3.69,0.5,0.51,2.74,3.81,0.44
0.59,3.4,5.16,0.6,1.38,7.77,13.64,1.13,1.12,5.84,9.0,0.49,0.61,2.8,4.18,0.44,0.55,2.61,3.78,0.33
0.73,3.86,5.51,0.86,1.23,7.45,13.28,0.99,1.2,6.69,10.69,0.81,0.63,3.01,4.24,0.59,0.54,2.46,3.42,0.52
0.91,4.63,7.77,0.76,1.4,7.03,11.59,1.16,1.19,6.33,10.38,0.77,0.59,2.97,3.99,0.33,0.4,2.01,2.78,0.38
0.67,4.64,7.6,0.83,1.26,7.14,12.24,1.17,1.01,5.81,8.73,0.62,0.79,2.89,4.05,0.39,0.5,2.63,3.58,0.41
0.76,4.21,6.8,0.68,1.05,7.06,11.42,1.27,1.19,6.04,9.39,0.73,0.65,2.9,3.83,0.45,0.48,2.6,3.7,0.38
0.63,4.46,7.03,0.66,1.15,6.44,11.32,1.13,1.21,6.38,10.32,0.82,0.5,2.6,3.64,0.58,0.53,2.51,3.39,0.34
0.7,3.94,6.38,0.67,1.38,7.57,13.04,1.44,1.13,5.81,9.12,0.71,0.71,3.33,4.55,0.59,0.51,2.4,3.4,0.36
0.53,3.64,5.4,0.55,1.32,7.71,14.25,1.12,0.98,5.81,9.02,0.51,0.48,3.01,4.18,0.67,0.34,2.04,2.69,0.3
0.88,4.46,7.08,0.72,1.4,7.06,12.11,1.32,1.13,6.01,9.73,0.76,0.73,3.2,4.15,0.52,0.36,1.98,2.71,0.27
0.79,4.05,6.47,0.5,1.11,7.24,13.34,1.36,1.05,6.02,9.43,0.65,0.61,3.33,4.71,0.59,0.46,2.32,3.26,0.42
0.79,4.53,7.69,0.4,1.26,7.31,12.06,1.11,1.06,6.04,9.18,0.67,0.62,2.94,4.15,0.59,0.51,2.58,3.52,0.47
0.66,4.13,6.46,0.75,1.33,7.52,13.37,1.08,0.98,5.85,8.93,0.65,0.61,3.39,4.6,0.45,0.52,2.94,4.42,0.43
0.75,4.57,6.82,0.54,1.39,7.33,13.1,1.29,1.08,6.14,9.44,0.57,0.56,2.61,3.57,0.68,0.53,2.45,3.23,0.29
0.75,4.05,6.5,0.41,1.33,7.22,12.21,1.18,1.13,6.12,9.78,0.77,0.68,3.27,4.28,0.53,0.55,2.55,3.63,0.46
0.75,4.62,7.21,0.62,1.26,6.94,12.05,0.98,1.08,6.04,9.86,0.78,0.69,3.71,5.27,0.47,0.45,2.17,3.08,0.4
0.77,4.56,7.98,0.41,1.35,7.11,12.07,1.06,1.07,6.21,9.96,0.65,0.71,3.32,4.78,0.44,0.49,2.17,3.07,0.36
0.72,4.47,7.16,0.7,1.23,7.38,13.4,1.16,1.09,6.18,10.17,0.68,0.69,3.15,4.42,0.5,0.45,2.21,3.02,0.35
0.72,3.98,6.27,0.63,1.27,7.21,12.68,0.94,1.19,6.19,9.67,0.82,0.6,3.35,4.97,0.67,0.5,2.55,3.6,0.29
1.01,5.55,8.49,0.83,1.29,7.02,11.89,0.91,1.12,5.99,9.43,0.81,0.58,2.86,3.89,0.59,0.41,2.12,3.14,0.33
0.76,4.04,6.81,0.55,1.26,7.31,12.65,1.23,1.03,5.89,9.12,0.68,0.59,3.12,4.39,0.63,0.56,2.59,3.66,0.53
0.79,4.13,6.74,0.42,1.2,6.92,11.14,1.27,1.14,6.19,9.69,0.71,0.69,3.19,4.54,0.5,0.39,2.3,3.23,0.32
0.7,4.02,6.66,0.58,1.32,7.34,13.29,1.22,1.05,5.82,9.03,0.68,0.58,3.05,4.36,0.52,0.47,2.17,3.01,0.35
0.73,4.38,6.78,0.76,1.07,6.51,11.88,1.06,1.04,5.8,9.1,0.69,0.65,3.42,4.46,0.65,0.49,2.16,2.81,0.42
0.83,4.38,7.18,0.67,1.09,6.93,11.75,1.27,1.05,5.77,8.99,0.74,0.65,3.51,4.88,0.48,0.34,1.95,2.73,0.4
0.76,3.85,6.04,0.54,1.11,6.34,11.05,0.73,1.1,5.94,9.18,0.65,0.67,3.74,5.56,0.41,0.57,2.84,3.99,0.41
0.7,4.07,6.21,0.53,1.16,6.96,12.41,1.0,1.11,5.77,8.93,0.62,0.69,3.38,4.91,0.7,0.42,2.3,3.24,0.34
0.62,3.75,6.03,0.57,1.33,7.54,13.21,1.38,1.13,6.09,9.63,0.84,0.62,2.81,3.9,0.51,0.45,2.31,3.3,0.21
0.85,4.05,5.93,0.49,1.31,7.62,12.9,1.1,1.1,6.26,9.8,0.73,0.79,3.79,5.25,0.3,0.49,2.4,3.43,0.37
0.8,4.15,5.93,0.66,1.26,6.87,11.63,1.34,1.14,6.06,9.38,0.72,0.88,3.99,5.88,0.58,0.55,2.7,3.7,0.46
0.85,4.65,7.11,0.74,1.3,6.7,10.71,0.81,1.22,6.29,10.01,0.88,0.57,3.26,4.8,0.46,0.55,2.67,3.76,0.43
0.62,3.97,6.6,0.9,1.23,7.38,13.29,1.27,1.1,5.83,9.26,0.78,0.61,3.3,4.47,0.58,0.54,2.75,3.67,0.4
0.79,3.83,5.48,0.59,1.19,7.47,13.43,1.24,1.18,6.28,9.86,0.78,0.64,2.91,4.12,0.5,0.31,1.61,2.18,0.26
0.78,4.11,6.2,0.49,1.34,7.61,13.16,1.05,1.11,6.17,9.4,0.72,0.62,3.04,4.56,0.57,0.5,2.6,3.5,0.41
0.93,5.19,8.54,0.67,1.23,6.93,11.19,1.4,1.14,6.34,9.94,0.7,0.74,3.25,4.54,0.52,0.4,1.89,2.52,0.27
0.71,4.35,6.62,0.62,1.15,7.18,13.15,1.07,1.05,5.98,9.51,0.71,0.71,2.97,4.0,0.39,0.5,2.3,3.19,0.42
0.81,4.2,6.88,0.6,1.19,7.35,12.9,1.13,1.08,6.01,9.54,0.6,0.77,2.88,3.99,0.43,0.57,2.78,3.97,0.39
0.67,4.78,7.84,0.7,1.11,7.04,12.31,0.81,1.18,6.09,9.78,0.75,0.55,3.15,4.57,0.4,0.51,2.31,3.0,0.35
0.8,4.38,6.7,0.61,1.2,7.16,12.33,1.19,1.15,6.16,9.74,0.74,0.62,3.31,4.6,0.55,0.34,1.94,2.69,0.24
0.65,3.5,5.65,0.58,1.16,7.03,12.14,0.99,1.07,5.92,9.23,0.74,0.74,3.46,4.91,0.45,0.41,2.26,3.06,0.34
0.66,4.74,7.06,0.78,1.33,7.87,13.99,1.18,1.06,6.24,9.89,0.76,0.47,3.17,4.43,0.48,0.42,2.29,3.16,0.4
0.69,3.92,6.4,1.04,1.26,7.36,13.55,1.12,1.08,5.92,9.45,0.62,0.62,3.38,4.95,0.57,0.54,2.69,3.87,0.33
0.63,3.75,5.43,0.73,1.23,7.06,12.5,0.87,1.11,5.83,9.24,0.56,0.64,3.2,4.61,0.78,0.47,2.14,2.92,0.37
0.82,4.2,6.77,0.43,1.24,7.54,13.23,1.37,1.1,6.04,9.44,0.7,0.6,2.8,3.98,0.51,0.4,2.23,3.34,0.37
0.64,3.6,5.18,0.64,1.19,7.35,13.05,1.14,1.03,5.74,8.96,0.6,0.71,3.53,4.9,0.49,0.44,2.24,3.17,0.31
0.69,3.84,5.98,0.59,1.23,6.66,11.41,0.94,1.07,5.95,9.09,0.57,0.63,2.95,3.88,0.53,0.54,2.44,3.34,0.4
0.71,4.03,6.03,0.5,1.21,7.37,14.0,0.97,1.04,5.85,8.81,0.66,0.64,3.19,4.42,0.37,0.63,3.21,4.6,0.46
0.76,4.55,7.06,0.69,1.35,7.65,14.12,1.29,1.11,6.06,9.59,0.8,0.7,3.04,4.21,0.39,0.43,2.5,3.51,0.36
0.71,4.29,6.61,0.65,1.29,7.35,12.72,1.06,1.16,6.05,9.66,0.75,0.56,3.41,4.88,0.56,0.39,2.3,3.19,0.36
0.85,4.4,7.1,0.93,1.31,7.13,11.96,0.97,1.17,6.14,9.96,0.75,0.78,3.03,4.35,0.68,0.53,2.62,3.71,0.45
0.64,4.51,7.08,0.67,1.29,7.39,12.63,0.93,1.02,6.09,9.42,0.66,0.59,3.04,4.11,0.43,0.46,2.6,3.62,0.48
0.83,4.69,6.96,0.63,1.32,7.97,14.41,0.98,1.01,5.93,9.43,0.74,0.75,3.58,5.23,0.51,0.41,1.98,2.54,0.35
0.77,4.41,6.72,0.55,1.3,6.97,12.41,1.2,1.09,6.0,9.55,0.69,0.51,3.14,4.58,0.61,0.41,2.11,2.9,0.37
0.67,3.96,6.82,0.72,1.19,7.44,13.31,1.19,1.05,6.15,9.49,0.72,0.66,3.29,4.49,0.47,0.48,2.5,3.73,0.4
0.57,3.91,6.26,0.73,1.3,7.01,12.65,1.04,1.2,6.53,10.53,0.78,0.55,2.52,3.37,0.47,0.38,2.38,3.4,0.41
0.57,3.41,5.25,0.52,1.16,6.71,11.75,0.92,1.06,5.76,8.95,0.69,0.52,2.67,3.56,0.43,0.49,2.58,3.74,0.32
0.63,3.56,5.5,0.73,1.17,7.12,13.1,1.19,1.16,6.3,9.86,0.65,0.69,2.84,3.95,0.41,0.34,1.87,2.62,0.29
0.71,4.57,7.58,0.99,1.2,7.25,12.81,1.03,1.06,6.09,9.36,0.67,0.74,3.0,4.3,0.42,0.38,2.27,3.13,0.31
0.77,4.12,6.52,0.65,1.18,6.79,11.89,0.88,1.07,6.08,9.24,0.68,0.68,3.16,4.46,0.27,0.3,1.87,2.57,0.29
0.73,4.2,6.43,0.56,1.16,7.49,14.21,0.96,1.09,6.01,9.57,0.73,0.61,3.44,4.85,0.47,0.5,2.44,3.5,0.43
0.64,3.9,5.87,0.49,1.23,6.99,12.62,1.14,1.1,5.92,9.71,0.85,0.57,3.18,4.34,0.42,0.5,2.37,3.33,0.27
0.72,3.99,6.22,0.63,1.15,6.98,12.56,1.13,1.12,6.2,9.37,0.62,0.5,2.22,2.84,0.4,0.4,2.18,3.05,0.26
0.81,4.3,6.92,0.57,1.24,6.42,10.77,1.1,1.0,5.91,9.25,0.58,0.7,3.32,4.58,0.37,0.53,2.65,3.76,0.38
0.78,4.24,6.22,0.6,1.36,7.16,12.34,1.18,1.11,6.08,9.66,0.66,0.63,3.2,4.35,0.54,0.44,2.52,3.44,0.3
0.76,4.54,7.14,0.7,1.36,6.95,11.81,1.23,1.09,5.86,9.48,0.86,0.61,2.92,3.9,0.55,0.43,2.29,3.12,0.35
0.77,3.97,5.67,0.51,1.35,7.81,13.83,1.21,1.08,6.04,9.16,0.74,0.59,2.63,3.44,0.64,0.52,2.42,3.34,0.42
0.83,4.58,7.21,0.8,1.03,6.7,11.75,0.96,1.08,6.11,9.52,0.63,0.67,3.25,4.51,0.56,0.37,2.14,3.01,0.36
0.71,3.97,6.17,0.8,1.23,7.42,12.58,1.25,1.12,5.87,9.05,0.7,0.54,2.81,3.81,0.42,0.42,2.47,3.53,0.36
0.67,3.71,5.29,0.74,1.3,6.72,10.9,1.37,1.18,6.33,10.43,0.87,0.59,3.08,4.19,0.53,0.52,2.59,3.56,0.5
0.67,3.86,6.26,0.5,1.12,6.91,12.15,1.28,1.25,6.41,10.27,0.89,0.71,3.38,4.74,0.35,0.6,2.89,4.1,0.43
0.66,4.37,6.87,0.58,1.16,7.25,13.62,1.09,1.07,5.98,9.12,0.59,0.51,2.92,4.27,0.58,0.44,2.3,3.15,0.37
0.85,4.33,6.42,0.64,1.26,7.64,13.74,1.15,1.02,5.77,9.12,0.64,0.54,2.7,3.91,0.54,0.63,2.95,4.05,0.45
0.69,3.68,5.67,0.75,1.32,7.24,12.93,0.88,1.09,5.96,9.37,0.79,0.55,2.99,4.1,0.46,0.54,2.54,3.62,0.31
0.71,3.59,5.33,0.73,1.27,6.8,11.72,1.19,1.07,6.02,9.66,0.64,0.64,2.89,3.86,0.52,0.61,2.79,3.91,0.48
0.79,4.66,7.06,0.71,1.26,7.27,12.79,1.03,1.13,6.02,9.47,0.77,0.61,3.34,4.84,0.58,0.47,2.29,3.31,0.26
0.63,3.97,6.31,0.76,1.24,7.16,12.75,1.32,1.15,6.07,9.98,0.67,0.57,2.84,3.92,0.4,0.5,2.5,3.67,0.35
0.76,4.04,6.27,0.69,1.11,6.5,11.5,1.18,1.08,5.92,9.3,0.67,0.75,3.05,4.08,0.33,0.53,2.68,3.7,0.36
0.89,4.39,6.7,0.58,1.38,7.43,12.6,1.16,1.17,6.12,9.99,0.86,0.83,3.52,4.77,0.34,0.35,2.07,2.71,0.3
0.66,4.31,6.5,0.86,1.27,7.81,13.26,1.11,1.04,5.89,9.27,0.76,0.69,3.33,4.61,0.49,0.46,2.42,3.44,0.32
0.84,4.56,7.05,0.7,1.28,7.09,12.76,0.69,1.14,6.13,9.45,0.64,0.64,2.94,4.03,0.61,0.37,2.12,3.19,0.36
0.81,4.06,5.89,0.73,1.17,6.6,11.33,1.02,1.19,6.12,9.77,0.75,0.73,4.07,5.8,0.49,0.47,2.59,3.86,0.43
0.65,4.26,7.07,0.63,1.21,7.05,12.47,1.08,1.05,6.03,9.83,0.75,0.64,2.98,4.09,0.45,0.45,2.32,3.34,0.38
0.73,4.3,6.94,0.81,1.27,6.84,11.23,1.24,1.12,6.11,10.07,0.84,0.78,3.65,5.31,0.42,0.5,2.42,3.41,0.41
0.68,3.72,5.94,0.32,1.25,7.06,12.22,1.2,1.13,6.29,9.92,0.77,0.55,2.77,3.88,0.51,0.41,2.24,3.17,0.37
0.61,3.79,6.27,0.45,1.17,6.83,12.45,0.85,0.97,5.97,9.02,0.57,0.67,2.96,4.22,0.37,0.51,2.66,3.88,0.45
0.78,4.53,7.22,0.61,1.3,7.19,11.76,1.25,1.05,5.7,8.98,0.68,0.67,3.36,4.87,0.58,0.4,2.04,2.63,0.29
0.67,4.0,6.25,0.42,1.28,7.58,14.13,1.29,1.17,6.33,10.14,0.7,0.6,3.82,5.32,0.45,0.51,2.76,4.08,0.42
0.91,4.91,7.91,0.76,1.17,6.54,10.66,1.32,1.17,6.16,9.77,0.73,0.73,3.37,4.94,0.4,0.6,2.51,3.56,0.48
0.77,4.53,7.11,0.58,1.25,7.67,14.39,1.16,1.02,6.05,9.32,0.77,0.62,2.77,3.7,0.5,0.58,2.76,3.82,0.47
0.78,4.13,6.47,0.69,1.33,7.26,12.67,1.03,1.13,6.05,9.26,0.57,0.61,3.0,4.19,0.52,0.43,2.22,3.21,0.38
0.79,3.81,5.38,0.5,1.21,6.8,12.23,1.08,1.06,5.94,9.54,0.75,0.67,3.48,5.09,0.47,0.48,2.62,3.79,0.28
0.79,4.33,7.02,0.71,1.18,6.66,10.98,1.24,1.13,5.95,9.58,0.68,0.54,2.57,3.74,0.44,0.44,2.0,2.63,0.38
0.85,4.79,7.51,0.78,1.14,6.79,11.68,0.99,1.12,6.13,9.71,0.66,0.58,2.98,4.14,0.4,0.56,2.56,3.53,0.39
0.79,4.43,6.65,0.5,1.19,6.45,10.28,1.14,1.12,6.2,9.41,0.62,0.6,3.34,4.54,0.46,0.36,2.0,2.76,0.43
0.73,4.04,5.99,0.69,1.26,7.12,11.8,1.18,1.14,6.09,9.5,0.76,0.7,3.08,4.29,0.42,0.44,2.24,3.2,0.37
0.67,3.73,5.63,0.51,1.37,7.31,11.94,1.16,1.06,5.97,9.23,0.67,0.67,2.76,3.88,0.47,0.4,2.23,3.07,0.34
0.72,4.1,6.37,0.68,1.43,7.23,12.51,1.05,1.08,5.96,9.24,0.59,0.77,3.42,4.66,0.52,0.48,2.48,3.38,0.42
0.62,4.22,6.51,0.66,1.29,7.08,12.26,1.27,1.04,5.82,8.87,0.69,0.75,3.7,5.48,0.37,0.47,2.45,3.57,0.34
0.88,4.6,7.36,0.75,1.34,7.92,13.55,1.13,1.11,6.27,10.15,0.71,0.5,2.94,4.22,0.46,0.42,2.28,3.33,0.32
0.84,4.57,6.8,0.79,1.21,7.68,13.99,1.26,1.13,6.05,9.72,0.8,0.67,3.36,4.42,0.68,0.4,2.07,2.85,0.4
0.67,3.89,5.84,0.63,1.05,6.87,12.57,1.16,1.14,5.88,9.03,0.73,0.7,3.43,4.79,0.5,0.68,3.06,4.25,0.57
0.68,3.86,6.47,0.61,1.1,7.05,12.28,1.34,1.11,6.16,9.63,0.67,0.74,3.37,4.96,0.39,0.46,2.49,3.39,0.37
0.7,4.36,6.88,0.76,1.13,6.51,11.16,1.15,1.1,6.02,9.8,0.82,0.54,3.26,4.36,0.47,0.43,2.28,3.18,0.39
0.61,3.92,6.28,0.54,1.39,7.71,13.67,1.15,1.17,6.07,9.39,0.71,0.5,2.81,3.82,0.53,0.5,2.32,3.23,0.28
0.74,3.86,5.88,0.7,1.12,7.32,13.9,1.13,1.12,5.97,9.58,0.85,0.65,3.4,4.96,0.56,0.44,2.59,3.61,0.37
0.83,4.27,6.34,0.69,1.24,6.73,11.35,0.99,1.13,6.11,9.89,0.83,0.6,3.55,4.84,0.37,0.48,2.37,3.34,0.41
0.66,4.05,6.31,0.56,1.37,7.74,13.64,1.04,1.09,6.17,9.54,0.71,0.53,3.2,4.54,0.53,0.46,2.45,3.42,0.44
0.72,4.18,6.28,0.71,1.26,6.62,10.23,1.03,1.11,6.07,9.46,0.83,0.59,3.12,4.54,0.36,0.39,2.4,3.49,0.36
0.91,4.84,7.42,0.77,1.18,7.66,14.02,1.09,1.02,5.81,9.03,0.56,0.67,3.32,4.55,0.3,0.32,1.72,2.36,0.32
0.81,3.88,5.96,0.58,1.21,7.49,13.65,1.26,1.14,6.45,10.34,0.89,0.63,2.49,3.47,0.42,0.38,2.09,2.86,0.3
0.58,4.03,6.82,0.51,1.13,6.61,11.8,0.92,1.02,5.79,9.11,0.57,0.66,3.22,4.52,0.41,0.4,2.19,2.93,0.4
